text,score
কারো কাছে সাকিব খানের সিনেমাই হলো আসল এন্টারটেইনমেন্ট যেখানে আরেকটা গ্রুপ ভাবছে নেটফ্লিক্সের অরিজিনাল সিরিজ না দেখা মানুষগুলোর একদম ডেপ্থ নেই মননের পার্থক্য থাকবেই কিন্তু আমরা সবাই ভাবতে ভালোবাসি আমি যে দৃষ্টিতে পৃথিবী দেখি সেটাই সঠিক সিন্ড্রোম এটা,2
কালো গ্লাস টা তোর চোখে না দিয়ে হোগার মধ্যে দে,1
কাহিনী কি এমনে পচায়,1
কি জিনিশ,2
কি জিনিশ,2
কি জেন দেখলাম,2
কি নানি,1
কি ম্যাজিক রে,2
কি রে,1
কি সুন্দর বালুবাসা,1
কি হিংসা চাও আরিপ খার খা হালাপুতেরা,1
কিউট ডল তুমি,1
কিছু বেথা তর জন্য হয় রে পাগলি,1
কিরে আবালচোদা চুলে কি তোর গপ্পেন হাগু,1
কিরে বদমাইশ বেডির নাম্বার দিয়া কি করবে জেরিন কে দিয়ে তর হয় না,1
কিরে মাদার টোস্ট,1
কিশোর মাহমুদ ভাবী আপ্নেরে ডাকে,2
কী চমৎকার লাগছে গো,1
কুত্তা,1
কুরবানীর গরুরে তোগো ছবি দেখাইসি দড়ি ছিড়া ভাগসে,1
কেউ ঠেলাঠেলি করবেন না ভাবে লাইনে দাড়ান কমেন্ট করার সুযোগ পাবেন,1
কেউ ধাক্কাধাক্কি করবেন না লাইনে দ্বাড়ান সবাই গালি দেওয়ার সুজোগ পাবেন কে গালি দেওয়ার পর বিরানির ব্যবস্থা আছে,1
কেনো আপনাকে বিগো লাইভে পাইনা আমাদের বলবেন,1
কেমোন মজা মেটাম,1
কোরবানির গরু গুলো হাটে না দেখে মাঠে কেনো অনতিবিলম্মবে গরু গুলো কে মাঠে নেওয়ার জন্নে জোর দাবি জানাচ্ছি,1
ক্রাশ খেয়ে আমি হারিয়ে গেছি আন্টি,1
কড়া,1
কয়েকদিন আগে হুয়াওয়ে মোবাইলের প্রতারনা ধরা দিয়ে তোলা ছবিকে নিজেদের ফোনের সেল্ফি ক্যামেরা বলে দাবী,2
খাঙ্কি তোরে পাইলে পাঠা দিয়ে চুদাইয়া গলায় দরি দিয়ে গাছের সাথে টানাইয়া রাখতাম যেন পর তোর চাইরটা বাচ্ছা হয়,1
খাটে ছিলাম ভাই পিক দেখার সাথে সাথে মহাশূন্যে চইলা গেছি এখনো জিরো গ্র্যাভিটিতে ঘুরতাছি ভাই,1
খানকি মাগির পুলা তোরে মুনডা চায় কুত্তা দিয়া,1
খানকির পোলা তোর পাছায় পুঁটি মাছ লাগায় হাঁসের খামারে ছেড়ে দিব চুদন কত প্রকার তখন বুঝবি,1
খানকির পোলা তোর রক্তের গ্রুপ চেণ্জ করে দিব,1
খানকির পোলা তোরে পিঠ মোড়া করে বাইন্দে গুয়ার রগ খ্যাচ করে কাটে দিতে হবে এবং তোরে ঠাপায়ে রক্তের গ্রুপ চেইন্জ করার জন্য তো তাবিজ ফারুক হিজরা ভাড়া করতে গেছে ভাল হ বাইন,1
খানকির পোলা সবার পরিবর্তন আসলে ও পুলিশ পরিবর্তন আসবে পোলা মদ খা না খাইলে তুর মারে,1
খানকিরপু মনডা চাইতাছে নিজের বিচি খুইলা তর মুখে ছুড়ে মারি,1
খানা খাওয়া লাগবনা দেইখাই পেট বইরা গেছে,1
খারাপ মেয়ে,1
খালি কমেন্ট পড় অঝোর বৃষ্টি,1
খালেদা জিয়ার মুক্তি দাবী করেনি সরকারের পদত্যাগ দাবী তামা হওয়া নিয়ে কথা টন কয়লা গায়েবের হিসাব কোটা সংস্করণ সেতুর অতিরিক্ত খরচ নিয়ে প্রশ্ন করেনি থেকে লক্ষ কোটি টাকা কোথায় পাচার হয়েছে সেই প্রশ্ন করেনি ফেলানী কুমিল্লার তনু মিতু হত্যার বিচার দাবী লক্ষ লোক প্রতি বছর বিলিয়ন ডলার নিয়ে যায় কেন সেই প্রশ্ন করেনি বৃষ্টি হলেই রাস্তা ঘাটে পানি জমে যায় কেন সেই প্রশ্ন করেনি গুলো ধারা ভংগ করে কোন কথা বলেনি ডিরেক্ট কাহারো বিরুদ্ধে প্রশ্ন তুলেনি শিশু গুলোর দাবীতে ক্ষমতাসীনদের জন্য অবমাননাকর কিছু ছিল না শুধু চেয়েছিল নিরাপদ চাওয়া কি অপরাধ হয়ে মনে হয় না লাঠি চার্জ,2
খাস,1
খুব সুন্দর,1
খুব সুন্দর লাগছে তোমাদের বোন কে,1
খুব সুন্দর সোনা,1
খুবই কষ্ট হচ্ছে পিকটা দেখে,1
খুলে দেখাও,1
গরম চলে এসেছে কি করে বুঝবেন যখন দেখবেন পিয়া বিপাশা এর দ্রেস এর ভিতর পরিবর্তন শুরু হয়ে গেছে আর সব কিছু দৃশ্যমান হতে শুরু করেছে অনেক টা মেঘ সরে যেয়ে সূর্য বের হওয়ার,1
গরমের দেশে যাও হুদাই শিতের পোশাকে তোমারে মানায় না পাহার গুলা সাদৃশ্যমান হই না,1
গরিবের মিয়া,1
গরিবের মিয়া খলিফা,1
গরিবের সানি,1
গরীবের মিয়া,1
গাভীদের দিয়ে কি তোমার গোহা মারাবে,1
গুড ওয়ান,2
ঘোড়ার বাল এড করছো,1
চমৎকার,2
চলে না তোরে,1
চামড়া ডিলা হবে একদিন,1
চার মাগীকে আজ একসাথে গ্রুপ অরে পোদ মারা হয়েছে আপনারা আবার এটাকে গুজব ভাববেন না ইনু,1
চার সতীনের ঘর,1
চালী পুরা ময়দার বস্তা,1
চুদাচুদি বের কর না একটা,1
চুদানির পোলা এই পবিএ জুম্মার দিনটায় শান্তি দিলি না,1
চুদি পুটকি দিয়া,1
চুদির ভাই তোর আইফোন এর সেল্ফি এর জঘন্য বালের মধ্যে কাচা হাগু দিয়ে এইটা কি,1
চোদা,1
চোপ ধাগরি,1
ছবি তোল,1
ছাগী,1
ছি মেয়ের মুখে গালি,1
ছেলে জোরে জোরে না আস্তে আস্তে,1
ছোটবেলায় আমার বাসা ছিলো আমবাগান নামে এক পাড়ায় প্রচুর আমগাছের ছায়া আর একটু পর পর ছিল পুকুর নামের এক বাচ্চা পানিতে ডুবে মরে যায় খেলতে খেলতে কেউ বাঁচাতে পারেনি কারণ বাচ্চারা কীভাবে কাউকে ডাকতে যেতে হয় তা ও জানে না ওই ট্রমা এখনও আমার মধ্যে কাজ করে ভিত্তিতে সাঁতার প্রশিক্ষণ কর্মশালা চালু করা যেতে পারে,2
জক,2
জন,1
জন স্নো নামটা শুনতেই ভাল্লাগে,2
জনগণ ইচ্ছা করলে সব কিছুই করতে পারে একটা সরকার গঠনও করে আবার পরিবর্তনও করে ফেলে উঠাতেও পারে আবার নামাতেও পারে মাননীয় জনগণ বলে সম্বোধন করা,2
জনি সিন্স এর গফ,1
জমজ নাকি,2
জাতি জানতে চায় এখানে কয়টা মেয়ে,1
জিগাতলায় কিশোর শিক্ষার্থীদের ওপর হামলা করেছে এটা ডেইলি স্টার আর ঢাকা ট্রিবিউনের বাংলা সংস্করণের প্রতিবেদনে এসেছে কয়েকটি ফেসবুক ভিডিওতেও তা পরিষ্কারভাবেই দেখা যাচ্ছে এটা প্রচার করেন এর ভিত্তিতে সমালোচনা করেন রেপ হয়েছে বলে যে দাবি তোলা হচ্ছে তার পক্ষে এখনো কোনো প্রমাণ নেই কাজী নওশাবা আহমেদের ভিডিও বা কয়েকটি অস্পষ্ট ভিডিওর আলাপ কোনো প্রমাণ না আসলে আমি বলছি না হয় নাই কেননা হয়েছে না হয় নাই সেটা এখনো কেউ ইন্ডিপেন্ডেন্টলি ভেরিফাই করেন নাই হতে পারে এটা আসলেই একটা রিউমার এবং আওয়ামি লিগের লোকজনই সাধারণ মানুষকে বিভ্রান্ত করতে এই রিউমার ছড়াচ্ছে কাছে অনুরোধ করছিঃ কারো ট্র্যাপে পা ফেলবেন না আনভেরিফাইড কোনোকিছু প্রচার করবেন না মাথা ঠাণ্ডা রেখেই কিশোর শিক্ষার্থীদের আন্দোলনের পক্ষে থাকুন ও ন্যায়বিচার চাওয়া অব্যাহত রাখুন,2
জুতা দিলাম,1
জুম্মার দিন হইলেই এই শালার চুল্কানি উঠে,1
ঝুলছে আর ঝুলতেই আছে,1
টাইগারদের পরবর্তী মিশন এশিয়া কাপ আগামি সেপ্টেম্বর দুবাইয়ে বাংলাদেশ ও শ্রীলঙ্কার মধ্যকার ম্যাচ দিয়ে শুরু হবে এশিয়া কাপ আপডেট নিউজ পেতে আমাদের পেইজে গিয়ে লাইক দিন খেলার খেলার খেলার খেলার,2
টাইট জামা আর বিগ বূবস এর একটা পিক দিয়েন,1
টানাবান,0
টিসাট টা খুলে খালি গায়ে তুলো একটা,1
টুকরা টা শুকায়া পুটি মাছের শুটকির পুটকি মতো হইয়া গেছে,1
টুপিটা একদম আলাদিনের,2
ট্রাস ট্রাস করে তোর পোন্দায় হোগা ঢুকাইয়া ছ্রাত ছ্রাত করে কুত্তার বীর্য ঢালতে হবে শালা,1
ঠিক আছে তোমার সেলফি দাও তো দিতাছি,1
ডাক্তার ডাক্তার,2
ডানো ডেনিশ মিল্কভিটা ফ্রেশ রেইনবো,1
ডারটি শুক্রাণুর ফসল,1
ড্রাইভারদেরকেও ফেলা উচিত সুখন ভাই,2
ঢথআ,0
তরে আকাশে তুইল্লা উড়াইয়া উড়াইয়া পুটকি মারমু চুদানির পুত,1
তরে আাকাশে তুইল্লা উড়াইয়া উড়াইয়া পুটকি মারুম,1
তরে দেখলে নাকি পাশের বারির ভাবি উনি উনার জামাইকে অনেক ঠাপায় এতে করে উনার জামাই এবং উনি অনেক আরাম পায় তুই এইভাবে ঘন ঘন ছবি আপ্লোড দিসে এতে করে ভাবিও উনার জামাইকে ঘন ঘন ঠাপাইবো,1
তরে প্লেনের উপ্রে তুলে কুত্তা দিয়া পুটকি মারাতে মারাতে ভিয়েনায় পাটামু ছ্যার সেফুদার কাছে তারপর সেখানে সেফুদা ছ্যাপ লাগাই ডুকাই দিবে তার পর লাথি ম্রে তুকে উগান্ডায় পাটামু সেখানে জংলিদের দিয়ে পুটকি মারায় তাবিজ্জার কাছে পাঠামু,1
তরে যে ঘোড়ায়ও পুটকি মারে তার প্রমান তর ঐ লাল চুল ঘোড়ানুষ,1
তরে লাত্তি দিতে মুঞ্চায় ঈদের শুভেচ্ছা কি কেউ এভাবে অর্ধনগ্ন হয়ে,1
তাইনাকিরে বেবি দেখাও যলদি দেখাও আর পারীনা যিবায় জল এসে পরেছে কিনতু,1
তানিয়া বান্ধবীরা কমেন্টগুলা পড়ো শুধু,1
তারা যা পেয়েছে তার বেশীরভাগই বিক্রি হয়ে যাবে,2
তাহসীন উদ্দীন,2
তাড়াতাড়ি সুস্থ হয়ে ফিরে আসুন,2
তাড়াতাড়ি সুস্থ হয়ে ফিরে আসুন,2
তিনটি মেয়ে এক সারিতে বসে কেউ হাহা রিয়েক্ট না দিয়ে যাবেন না,1
তু হেডারপুত তো মদ খাইয়াও মানুষ হইলিনা,1
তুই আসলে একটা মাগি,1
তুই এইগুলাই করিস আর আরেকদিকে হিরু আলম বলিউড কাপাইতেসে,1
তুই কি দেখেছিস জিয়াউর রহমান বঙ্গবন্ধুকে হত্যা করেছে না দেখলে কিভাবে বললি,2
তুই যে একটা উচ্চ পর্যায়ের খানকি অইতাছস দিন দিন এডা কি তুই জানস রে মাদারচুদ খানকির পুলা এডা কি ধরণের মুখোভঙ্গী দেহাইছস তর মায়েগো লগে মনডায় চাইতাছে নিকৃষ্ট কোনো জানুয়ার দিয়া তর মুখে হাগাই আমার সকাল ডা পুটকিমারা খাইলো তর বদসুরত ভঙ্গিময় খোমা দেইক্কা পেস্টিনখোর,1
তুই যে একটা মাদারচোদ ওরা জানেনা,1
তুই লুভি খারাপ দুই নাম্বার নইলে সবাইকে গালি দিবি কেনো সালি চোদা নিবের সময় মনে থাকেনা টাকা ওলা দেখলেই জাও চোদা নিতে,1
তুমার পিক অনেক সুন্দর,1
তুমার যৌবন শেষ,1
তুমি গোয়া মারা খাও,1
তুমি পাদ মার,1
তুমি বাংলার সানি লিওন,1
তুমিতো এক পিতার মে তাহলে তোমার বাবা ওকি কুকুর,1
তুর বাড়িতে বাবা নেয়,1
তুরে কুত্তারে দিলেও খাইবো না,1
তো ভায়া কোথায় ছিলে এতোদিন ঠোট দুইটা তরতর তরতর করতেছিলো ভাগ্য ভালো পিক একটা আপ্লোডাই দিছো নাইলে রাস্তার মাঝখানে দাঁড়ায় কারে গালি দিয়া দিতাম আল্লাহ মালুম হোক হালারপোয়ালা ছবি দিছত ভালা কথা হোগারে এমন ছ্যাগাইয়া রাকছত ক্যা মাদারছোদ রাইতে হোগা ছ্যাগাই রাখার ব্যাবসা কর আর দিনেও ওইডারে সোজা করতে ভুইল্লা যাও সাগর কলাই কি পরিমান শক্তি তোর হোগা ছ্যাগানো দেইক্ষাই বুঝলাম মাইঞ্জারের পো,1
তোকে চুদবার টাইম নাই,1
তোমরা আমাকে খালী বস্তা দাও তোমাদের বস্তা ভরে ডাল দেব,1
তোমাকে আরো খোলা মেলা পোশাকে দেখতে চাই,1
তোমাকে একদম বউ বউ লাগে গো বান্দবি,1
তোমাকে টুনটুনির মতো লাগছে,1
তোমাকে দেখলেই সোনাটা দাড়িয়ে যায়,1
তোমাকে নিয়ে ভাবতে ভাবতে উঠে লুঙ্গিতে দেখি ভারতের মানচিত্র,1
তোমাকে বিয়ে করতে রাজি,1
তোমাকে রডদেবো,1
তোমার দুইটা জিনিস চাড়া আসলে আর কিছুই ভাল লাগেনা,1
তোমার দুধ কত,1
তোমার প্রফাইল ছবিটা ভালো লাগছে,2
তোমার বাবা ও কুকুরের বাচ্ছা তুমি সেই কুকুরের বাচ্ছা,1
তোমার বেচে থাকার অনুপ্রেরণা,2
তোমার মখে তিল দেখতে ভাল লাগে,1
তোমার সাথে যে আছে তার ছবিটা মাশাল্লাহ অনেক সুন্দর মনে হয় মুসলিম পরিবারের ছবি আর তোমার ছবি কখন সামনে খোলা কখনো পিছে খোলা কখনো নিচে খোলা উপরে খোলা এগুলি মোটেই ভালো নয়,1
তোর,2
তোর আইডল পাওয়া,1
তোর কোন কাজ না,1
তোর গোষ্ঠীর জাতের মায়রে বাপ আধুনিক বেশ্যালয়ে জন্ম নেয়া নব্য কুলাঙ্গার তথাকথিত ছাএী এমন নিউজের তুই সানি লিওনের বাংলাদেশী,1
তোর গোয়ায় ঝাড়ুর গোয়া ভইরা তোরে ময়ূর বানাই পেখম তোলাই নাচামু,1
তোর চুল দিয়া কেডা পাছা সাফ করছে হালা,1
তোর চুল বান্দরের বালের মত ক্যারে হাউয়ার পোলা,1
তোর ছবি দেইখা চিরিত কইরা মুতে দিলাম মোবাইলের উপর,1
তোর দুধের সাইজ টা কত আমার মনে হয় এর উপরে যাবে কক্সবাজার গেলে এক রাতে চার হাজার টাকা করে নিতে পারবে শুধু তোর দুধের কারনে,1
তোর বিচি দুইটা খুইল্লা পুতা দিয়া ছেইচ্চা ট্রেনের তলে ফালাইয়া দিমু বাল্ডা আজকে ছুটির দিনে একটু ঘুমাইয়া ফেসবুকে ঢুকছি আর দেখি তোর আর তোর সাথে বদনাগুলা পুটকি দিয়া ডান্ডা ঢুকাইয়া সমুদ্রের মাঝে লাইট হাউজ বানাইয়া রাইখা দিমু তোরে,1
তোর ভোদা অনেক গন্দ,1
তোর ভোদা অনেক টাইট ভোদা পাটিয়ে ফেলবো,1
তোর মতো মানুষ রে সিলেটি চা বাগেনে নিয়ে তোর হোগায় চা পাতা ভরে দিয়ে মুতে দিতে হবে সেই চা তোর খাওয়াতে হবে,1
তোর মাথার বালের মতো গায়েব হয় যাইবো পাগলের সুখ মনে মনে,1
তোর মুখ এতো বড়ো তাহলে তোর ভোদা কতো বড়ো,1
তোর মুখে মুতি তুই আল্লাহর নামে বাজে গানে ন্যাংতা নাচ নেচেছিলি তুই জাহান্নামি বুঝবি সময় হলেই যখন মরবি,1
তোরে কিছু বলা আর ট্রেনের চাক্কাই পাম দেওয়া একই কথা তবুও তোরে চারমু না হেড্ডার পুত,1
তোরে গরুর হাট থেকে ছাড়ছে ওরে সামনে পাইলে আমার গোবর ভরা জুতাডা পিটামু যাইহোক আরিপ্পা তোর দাম সাথে তোর এই দুধালি গাভীগুলার ফ্রি নিমু তুই তাড়াতাড়ি আয় তোরে কোরবানি দিতে হইবো,1
তোরে ট্রাক চাপা দিয়ে মারে না না মারলে তুই মরে যা ইচ্চা করে পড়ে তোর মৃত্যুর আন্দোলন করবো,1
তোরে সেফুদারে দিয়া চোদানো উচিত,1
দাত ঠিক আছে,2
দাদুর বিচিতে ভালই পাওয়ার আছে,1
দারুণ,1
দিন দিন তোমার সেক্সি লুক হারিয়ে যাচ্ছে,1
দুই বার কেন তুমি বার তুলতে পারো তাতে আমাদের,1
দুইজনে ব্রা পরলে কিভাবে তোমাকে আচ্ছা নুনু নাকি,1
দুর হয়ে যায় শয়তান,1
দুস্ত ইহানে কিসের ম্যাজিক বলেরে আমি কিছু বুজি না,2
দেখাইলে ভালো কইরা দেখাইবা রাত্রে প্রন দেখা লাগবেনা দিয়া কাজ চালাইতে পারমু মাজে করি তোমার টা দিয়াই আরো করে দেখাও রিকুয়েস্ট মি,1
দেখেন প্লিজ মজা পাবেন,2
দেশিও পোডাক্ট বিদেশিও মতো ফোজ এটা প্রিয়াঙ্কা কে মানায় আপনাকে না আছেন কিন্তু আপনি,1
দেশের সেরা মাল,1
দোস্ত গরিবের পর্নস্টার,1
দোয়া আর শুভ কামনা আল্লাহ্ ভরশ,2
ধন্যবাদ ও কৃতজ্ঞতা জানাই আপনাকে এই মানুষটি বাংলাদেশের অনেক বড় সম্পদ অসংখ্য তরুন তরুণীর জীবনে তার লেখাগুলো দিয়ে তিনি ঠিক পিতার মতই আদর্শ আর শুভচিন্তার বীজ বুনে দিয়েছেন আমদের দুঃখ এবং লজ্জা রাখার জায়গা নেই যে কিছু অন্ধ মানুষ তার মূল্য বোঝে না,2
ধন্যবাদ ও কৃতজ্ঞতা জানাই আপনাকে এই মানুষটি বাংলাদেশের অনেক বড় সম্পদ অসংখ্য তরুন তরুণীর জীবনে তার লেখাগুলো দিয়ে তিনি ঠিক পিতার মতই আদর্শ আর শুভচিন্তার বীজ বুনে দিয়েছেন আমদের দুঃখ এবং লজ্জা রাখার জায়গা নেই যে কিছু অন্ধ মানুষ তার মূল্য বোঝে না,2
ধাপড়ানো দরকার তোকে বেড়ে গেছে আমার,1
ধুদু হাবু,1
নডিরপুত আরিপ্পা,1
নতুন পাখী পাইছে খেলাধুলা হবে কিছুদিন,1
নস্ট মেয়ে,1
না,2
না স্যার আর একটু বেশি সুন্দর হত,2
নাইচ,1
নাইচ,2
নাইচ পিক,2
নাইছ,2
নাইছ লাগে তোমার হাসি,1
নাইলা বেইবি আমি আসতেছি তো তুমি এতো অস্হির হোচ্ছো,1
নাইস,2
নাইস,2
নাজমুল হাছান সোহাগ,0
নামাজ পড়েন তো আপু মনে হই না পরকালের কথা চিন্তা করিয়েন,1
নালি গরেশালি,1
নাসার এক বিজ্ঞানী তোর বিচী কাইটা নিয়ে পরীক্ষা করবে কারন তোর বিচীর মধ্যে ও একটা ব্রেন আছে বলে ধারনা করা হচ্ছে তাই বিচী হারাতে না চাইলে এমন বৈজ্ঞানিক পোস্ট বন্ধ কর খানকির পোলা,1
নাসিম আনজুম সিয়াম,2
নিজেই তো কাচ্চি,1
নির্লজ্জ বেহায়া মেয়ে,1
নুসরাত ফারিয়া সেক্সি মেয়ে,1
নূসরাত দেহ ব্যাবসায় লিপ্ত হাতে নাতে দরা পরলেন,1
পটাকা,1
পরিবর্তন চাই না পরবর্তী সড়ক দুর্ঘটনা আরিফফার পুটকির উপর দিয়া চাই পর আবার স্লোগান হবে নিরাপদ পুটকি চাই,1
পর্বঃ,2
পলক স্যার আপনার কাছে অনুরোধ করবো প্রবাসিরা কেও জেন এয়ারপোর্ট এ হয়রানির সিকার না হয় প্লিজ প্লিজ প্লিজ আপনার প্রতি এতোটুকুই অনুরোধ,2
পাগলী কয় কি,1
পাডি,0
পার নাইট কত নেও যে তিন কোটি টাকা দিয়ে গাড়ি কিনলে,1
পাশের দুটা কেরে বা এমন কইরা,1
পুরা একটা ঘণ্টা বাথরুমে যুদ্ধ কইরা বহুত কষ্টে একটু হাগু করছিলাম তাও তুই তোর মাথায় লাগাই এতো সম্মান আমি কোথায় রাখবো,1
পুরাই মাথা নষ্ট,1
পুরান ছবি আপ্লোড দিছিস নাহলে গালি দিতাম এই সব ছবিতে গালি দিতে দিতে মুখস্ত হয়ে গেছে তাই পুরান তা দিয়ে ভং ধরে লাভ নেই নতুন ছবি দে জনগন ও তোর পুটকি মেরে শান্তি পাবে,1
পুরান পিক দিয়ে ভং ধরি আরিপ্পা নিজেরে চালাক মনে করছে হালার পু তোরে চেগাই পুটকি দিয়া আইক্কা ওলা বাঁশ দিমু থিয়া তুই,1
পুরো হট্,2
পৃথিবীতে সর্বশ্রেষ্ঠ ধ্বনি আযানের আল্লাহ আমাদের সবাইকে নামাজ পড়ার তৌফিক দান,2
পেলে পাগোল হোয়ে যবে,1
পেয়ারার মার্কেটেরর সময়কাল,2
পেয়াড়া খাভি,2
পোস্ট পড়ছি আর জায়গা গুলো চিনে রাখছি গেলে অবশ্যই,2
প্রথমে চোখ পরসে ব্রা এর ভাঁজের দিকে,1
প্রভাত,2
প্রিয় মঠেল পিক আপ,1
প্রেম না করলে হয় না,1
ফকিন্নির বাচ্চা এগুলা কি গনিমতের মাল না যারে যেইখানে পারছস জড়ায়ে ধরছস,1
ফরহাদ মাহমুদ,2
ফহিন্নি,1
ফাটা বাস,1
ফাহমিদা লুবনা,2
ফৈরাউন মাদার চৌদ কাফের এর বাচ্চা,1
বইন তুই একটু শান্তিদে বিন তুর কাছে জনগন আজ শান্তি বিক্ষা চায় মাদালি,1
বস শুধু তোমার জন্য আমরা বলতে পারি যে আমাদেরও একজন আছে যে কোন একদিক থেকে সারা পৃথিবীর সেরা,2
বহুদিন পর একটা কথা মনে আইল না ইমরান হাসমির সাথে মুভি,1
বা থেকে তিন নম্বর তারটা,2
বাংলা ভাই মইরা গেসে নাইলে হেতেরে রিকোয়েস্ট কইরা তোরে গুস্টি সহ উড়াইয়া দিতাম হালার পো হালা শার্ট পড়স ডগডগইয়া লাল মোচ রাখস পাপোসের দড়ির মত তুই রাস্তায় বাইরাস খাস না জীবনের একটাই স্বপ্ন তোরে বস্তার ভিতরে ভইরা গুন্ডা ভাড়া কইরা পিডাইয়া পিছে কুত্তা লেলাইয়া দেই,1
বাংলা সানি লিয়ন,1
বাংলাদেশ দলের বাস্তবতা না দেখে তোমরা যারা সাকিব আল হাসানের অধিনায়কত্ব নিয়ে সমালোচনা তাদের জন্য এই সিরিজ জয় উৎসর্গ করলো সাকিব মাটিতে বাংলাদেশের প্রথম কোন অধিনায়ক হিসাবে সিরিজ জিতলো তাও প্রথম ম্যাচ পিছিয়ে টেস্ট খেলুড়ে দলের সাথে অভিনন্দন সাকিব আল হাসান,2
বাংলাদেশি মাইয়া অহহহ মাই গড,2
বাংলাদেশি মেয়েরা এখন এত পাশে থাকা প্রতিবেশী ভারতকে হার মানায়,2
বাংলাদেশি সানি,1
বাংলাদেশে প্রায় কোটি মানুষ একেকজনের মতামত একেক রকম হবে স্বাভাবিক তাই বলে আমার যা মনে হবে সেটা সঠিক বাকিদের যা মনে হবে তা ভুল এটা কিন্তু নয় ভার্সিটিতে পড়ুয়াদের মনে হয় ন্যাশনাল কিংবা প্রাইভেট ভার্সিটির ছাত্ররা ফার্মের মুরগী দেশের বাহিরে নামিদামি ভার্সিটিতে পড়ুয়াদের মনে হয় বাংলাদেশের বিশ্ববিদ্যালয়ের ছাত্ররা কিছুই পারে না হয়াটা স্বাভাবিক কিন্তু সেটার উপর নির্ভর করে মন্তব্য করাটা বোকামী বড় ব্যবসায়ীর একদিনের রেস্টুরেন্টের বিলের টাকা দিয়ে মধ্যবিত্ত একটা পরিবার মাস খুব সুন্দর ভাবেই কেটে যায় লাখ টাকা দিয়ে একটা পরিবার একমাস চালায় আবার কেউ হাজার টাকায় একটা পরিবার একমাস চালায় রেস্টুরেন্টের ডিনারের বিলের চেয়েও হয়ত গ্রামের নিম্নমধ্যবিত্ত কোন পরিবারের বিয়ের খরচ কম হয় বলে আমি যা করি বলি দেখি দেখাই সেটার উপরে নির্ভর করে সব কিছু যাচাই করা উচিত না,2
বাংলাদেশের কোটি মানুষের কোটি জুতার বাড়ি দিলেও এই মডেল আরিফ খানের যোগ্য সম্মান দেয়া হইবে না,1
বাংলাদেশের মানুষের ভবিষ্যৎ বাণী দেখে হাসি করে এসে ওনার কতটুকু পরিবর্তন হয় তা নয় হজ্ব করে আসার পরই করে না জেনে একটা মানুষকে কিংবা তার পরিবার কে নিয়ে বাজে মন্তব্য করা এবার বন্ধ করেন যাতে সাকিব ভাইয়া সহ ওনার পুরো পরিবার আর সকল হজ্ব যাত্রী হজ্ব ঠিকভাবে পালন করে সুস্থ ভাবে ফিরে আসতে পারে,2
বাংলাদেশের সানি আকর্ষনীয় ভেরী,1
বাংলাদেশের সানিলিওয়ান,1
বাংলার,2
বাংলার জনি সিন্স তোমার ক্রিকেট ক্যারিয়ারটাই যাইবো ঐসবের কাজের জন্যে আজ জাতীয় দল প্লেনে আর তুমি রাস্তার বাইকে তুমি বাইকে উঠে হেলমেট না পড়লেও চলবে কিন্তু নিচেরটাই অবশ্যই হেলমেট পড়বে,1
বাংলার মাগির বাচ্চা মাগি,1
বাংলার সানি লিওন,1
বাংলার সানি লিওন হিসাবে খুজে পেয়েছে,1
বাইঞ্চুদ তরে দেখলে মন চায় মুতের ট্যাঙ্কিতে হালাইয়া আধাঘন্টা সাঁতার জানি না বইলা বাইচ্চা গেলি ইচ্ছা ছিল তরে গালিতে গালিতে সুদে দেব কিন্তু ভাবসি ভালো হইয়া যামু তাই তুই বাইচা গেলি খানকির সেলে ম্রে পত্তিসুদ,1
বালি নাই তো কি হইছে তলাতে তো বাল আছে দাদা মদ খা,1
বাসায় আটা ময়দা সুজি এতো কম ছিলো যে মুখে এতো কম লাগাইছেন,1
বাহ অমাইক ফিগার,1
বাহ্ এ লুকিংটা দারুণ,1
বিউটি ফুল,2
বিউটি ফুল আপু,1
বিজ্ঞাপন দিলেন,2
বিদয়,1
বিবাহিত স্বামী বিদেশ স্বামী নেই অথবা স্বামীর কাছ থেকে পরিপূর্ণ শারীরিক চাহিদা মেটাতে পারছেন না এই রকম যে কোন বয়সের মহিলা আন্টি ভাবি আপু গোপনে শারীরিক চাহিদা মেটাতে চাইলে আমার সাথে মেটাতে পার আমি তোমাকে কথা দিচ্ছি এই গোপন বিষয়টা তুমি আর আমি ছাড়া আর কেউ জানবে না আমাকে বিশ্বাস করতে পার করতে চাইলে আমাকে,1
বিরোধিতার প্রশ্নে আর বিরোধিতা নয় দেশকে যদি ভালোবেসে থাকি তাহলে উন্নয়ন আর অগ্রগতি হতে হবে মূল বিবেচ্য বিষয়,2
বিশ্বসেরা অলরাউন্ডারের পেইজ থেকে সর্বকালের সেরা,2
বুড়ী গাই এর মত কিন্তুু তারিকের পিকটা সেই রকম ছিলো,1
বেবি,1
বেবি ডল আসিতেছে,2
